Team Name,Team City,lat,lon
Sol Draft,Orlando,28.5421109,-81.3790304
Swag State,Orlando,28.5421109,-81.3790304
Swing State,Orlando,28.5421109,-81.3790304
Boy Named Sue,Orono,44.883607,-68.672791
Allen's Army,Orono,44.883607,-68.672791
Those Magnificent Bastards,Orono,44.883607,-68.672791
Raft Ultimate,Ottawa,39.1273653,-97.6568094
Shrike,Ottawa,39.1273653,-97.6568094
Stella ,Ottawa,39.1273653,-97.6568094
Phoenix,"Ottawa, ON",36.9875663,-94.7630041
Finding NarWhaldo,Palm Beach,26.6279798,-80.4494174
Feral Cows,Palo Alto,37.4443293,-122.1598465
Sons,Palo Alto,37.4443293,-122.1598465
Pretirement Fund,Pasadena,34.1476452,-118.1444779
Pesterbug,Pawtucket,41.878711,-71.3825558
Baywatch,Pensacola,30.421309,-87.2169149
foxx,Peterborough,42.8776166,-71.949383
Rockets,Philadelphia,39.9527237,-75.1635262
Adelphos,Philadelphia,39.9527237,-75.1635262
AMP,Philadelphia,39.9527237,-75.1635262
AMPersand,Philadelphia,39.9527237,-75.1635262
Bitmap,Philadelphia,39.9527237,-75.1635262
CITYWIDE Special,Philadelphia,39.9527237,-75.1635262
Citywide X,Philadelphia,39.9527237,-75.1635262
Citywide Y,Philadelphia,39.9527237,-75.1635262
Clue,Philadelphia,39.9527237,-75.1635262
Green,Philadelphia,39.9527237,-75.1635262
Independence,Philadelphia,39.9527237,-75.1635262
JAWN,Philadelphia,39.9527237,-75.1635262
LAMP,Philadelphia,39.9527237,-75.1635262
Patrol,Philadelphia,39.9527237,-75.1635262
Patrol X,Philadelphia,39.9527237,-75.1635262
Patrol Y,Philadelphia,39.9527237,-75.1635262
Philadelphia Forge (Mixed),Philadelphia,39.9527237,-75.1635262
Philly Open Tryouts,Philadelphia,39.9527237,-75.1635262
Sabotage,Philadelphia,39.9527237,-75.1635262
Trollvolver,Philadelphia,39.9527237,-75.1635262
Broad City,Philadelphia ,39.9527237,-75.1635262
AOL (All Outta Love),Philadephia,39.9860268,-75.2500987
Phoenix Uprising,Phoenix,33.4484367,-112.0741417
Rubix,Phoenix,33.4484367,-112.0741417
Sprawl,Phoenix,33.4484367,-112.0741417
Superstition,Phoenix,33.4484367,-112.0741417
Alloy,Pittsburgh,40.4416941,-79.9900861
Crucible,Pittsburgh,40.4416941,-79.9900861
Hot Metal,Pittsburgh,40.4416941,-79.9900861
Impulse,Pittsburgh,40.4416941,-79.9900861
Pittsburgh Puppies,Pittsburgh,40.4416941,-79.9900861
Pittsburgh Temper,Pittsburgh,40.4416941,-79.9900861
Slag Dump,Pittsburgh,40.4416941,-79.9900861
I-79,Pittsburgh,40.4416941,-79.9900861
Get A Baby,Plymouth,42.7369124,-96.2213607
Breakers Mark,Portland,45.5202471,-122.6741949
Choco Ghost House,Portland,45.5202471,-122.6741949
Flying Circus Disc Club,Portland,45.5202471,-122.6741949
Gender Equity,Portland,45.5202471,-122.6741949
Jinx,Portland,45.5202471,-122.6741949
Makeshift Returns,Portland,45.5202471,-122.6741949
Natural Twenties,Portland,45.5202471,-122.6741949
Oh My!,Portland,45.5202471,-122.6741949
OMBU,Portland,45.5202471,-122.6741949
Portland Ivy,Portland,45.5202471,-122.6741949
Red Tide,Portland,45.5202471,-122.6741949
Red Tide Black,Portland,45.5202471,-122.6741949
Rhino,Portland,45.5202471,-122.6741949
Rip City Ultimate,Portland,45.5202471,-122.6741949
Rip Tide,Portland,45.5202471,-122.6741949
Rising Tide,Portland,45.5202471,-122.6741949
Rising Tide,Portland,45.5202471,-122.6741949
Schwa,Portland,45.5202471,-122.6741949
SOL,Portland,45.5202471,-122.6741949
SS Arg,Portland,45.5202471,-122.6741949
The Tide is Rising,Portland,45.5202471,-122.6741949
VelociRapStars,Portland,45.5202471,-122.6741949
Dead Reckoning,Portland ,45.5202471,-122.6741949
Sunken Circus,Portland ,45.5202471,-122.6741949
Garden State Ultimate,Princeton,40.3492744,-74.6592958
Jughandle,Princeton,40.3492744,-74.6592958
Pine Baroness,Princeton,40.3492744,-74.6592958
InfernoFunkBMoShipRays,Providence,41.8239891,-71.4128343
Breakers,Providence,41.8239891,-71.4128343
HOPE,Providence,41.8239891,-71.4128343
Providence Mob,Providence,41.8239891,-71.4128343
Silence of the Clams,Providence,41.8239891,-71.4128343
Madd Dogg,Provo,40.2338438,-111.6585337
Iris,Quebec,30.5107032,-104.399643
Quest,Quebec,30.5107032,-104.399643
Auxiliary,Quad Cities,41.5139196,-90.492917
VIP Club,Quebec,30.5107032,-104.399643
Friz Khalifa,Raleigh,35.7803977,-78.6390989
Malice in Wonderland,Raleigh,35.7803977,-78.6390989
Malicious Intent,Raleigh,35.7803977,-78.6390989
Ring of Fire,Raleigh,35.7803977,-78.6390989
Sharks & Kisses,Raleigh,35.7803977,-78.6390989
Sir Walter Rowdy,Raleigh,35.7803977,-78.6390989
Ulitmate?,Raleigh,35.7803977,-78.6390989
Triforce,Raleigh/Durham/Chapel Hill,35.9016399,-79.0064032
Cutthroat,Reno,39.5261206,-119.8126581
Dredge,Rhinebeck,41.9268754,-73.9126639
Filthy Rich,Richmond,37.5385087,-77.43428
FludWhale,Richmond,37.5385087,-77.43428
Richmond Floodwall,Richmond,37.5385087,-77.43428
Virginia Rebellion,Richmond,37.5385087,-77.43428
First Order,Roanoke,37.270973,-79.9414313
Garbage Plates,Rochester,43.157285,-77.615214
Roc Paper Scissors,Rochester,43.157285,-77.615214
Fireball,Rockville,39.0840054,-77.1527573
Sparkle Ponies,Rockville,39.0840054,-77.1527573
Buckwild,Sacramento,38.5810606,-121.4938951
Delta Breeze,Sacramento,38.5810606,-121.4938951
Filthy Gorgeous,Saint Louis,38.6529545,-90.2411166
Land Ho!,Saint Louis,38.6529545,-90.2411166
Thoroughbred,Saint Louis,38.6529545,-90.2411166
Imperial,Saint Paul,44.9504037,-93.1015026
MUTT,Saint Paul,44.9504037,-93.1015026
Spirit Fowl,Saint Paul,44.9504037,-93.1015026
To Be Determined,Saint Petersburg,27.7703796,-82.6695085
Big Sky,Salt Lake City,40.7596198,-111.8867975
Elevate,Salt Lake City,40.7596198,-111.8867975
PowderHogs,Salt Lake City,40.7596198,-111.8867975
Utah Swarm Mixed + friends,Salt Lake City,40.7596198,-111.8867975
Spirit Quest,Salt Lake City,40.7596198,-111.8867975
Freetail,San Antonio,29.4246002,-98.4951405
SA Spares,San Antonio,29.4246002,-98.4951405
¡Fiesta!,San Diego,32.7174202,-117.1627728
Nixon,San Diego,32.7174202,-117.1627728
POWERLINE,San Diego,32.7174202,-117.1627728
San Diego Surf,San Diego,32.7174202,-117.1627728
Streetgang,San Diego,32.7174202,-117.1627728
Swing,San Diego,32.7174202,-117.1627728
Wildfire,San Diego,32.7174202,-117.1627728
Alchemy,San Francisco,37.7790262,-122.419906
American Barbecue,San Francisco,37.7790262,-122.419906
Argo,San Francisco,37.7790262,-122.419906
Bayonet,San Francisco,37.7790262,-122.419906
Bayonet,San Francisco,37.7790262,-122.419906
Blackbird,San Francisco,37.7790262,-122.419906
Classy,San Francisco,37.7790262,-122.419906
Firefly,San Francisco,37.7790262,-122.419906
Fog City,San Francisco,37.7790262,-122.419906
Fury,San Francisco,37.7790262,-122.419906
Ghost Cats,San Francisco,37.7790262,-122.419906
Hot Stix,San Francisco,37.7790262,-122.419906
Revolver,San Francisco,37.7790262,-122.419906
Ultimate Impact,San Francisco,37.7790262,-122.419906
Glitter Bomb,San Francisco ,37.7790262,-122.419906
Mischief,San Francisco ,37.7790262,-122.419906
The Otter Team,San Fransicso,33.705415,-108.761138
Lawn Patrol,San Jose,37.3361905,-121.890583
Funk Zone ,Santa Barbara,34.4221319,-119.7026673
Robot,Santa Barbara,34.4221319,-119.7026673
Sundowners,Santa Barbara,34.4221319,-119.7026673
Absolute Zero,Santa Clara,37.2333253,-121.6846349
Coastal Empire,Savannah,32.0809263,-81.0911768
BFG,Seattle,47.6038321,-122.3300624
Birdfruit,Seattle,47.6038321,-122.3300624
Bulleit Train,Seattle,47.6038321,-122.3300624
Dragon Army,Seattle,47.6038321,-122.3300624
Fresh Grannies,Seattle,47.6038321,-122.3300624
Friday Night Couch,Seattle,47.6038321,-122.3300624
Garbage,Seattle,47.6038321,-122.3300624
Ghost Train,Seattle,47.6038321,-122.3300624
Gravy Train Wreck,Seattle,47.6038321,-122.3300624
Huck the Patriarchy,Seattle,47.6038321,-122.3300624
Pegasus,Seattle,47.6038321,-122.3300624
Seattle Beat,Seattle,47.6038321,-122.3300624
Seattle Mixtape,Seattle,47.6038321,-122.3300624
Seattle Riot,Seattle,47.6038321,-122.3300624
Seattle Soul,Seattle,47.6038321,-122.3300624
Sockeye,Seattle,47.6038321,-122.3300624
SURE,Seattle,47.6038321,-122.3300624
T.R.W.F.B.,Seattle,47.6038321,-122.3300624
Underground,Seattle,47.6038321,-122.3300624
Union,Seattle,47.6038321,-122.3300624
Voodoo,Seattle,47.6038321,-122.3300624
Jaybirds,Shalimar,30.4457544,-86.5791189
Animals,Sherbrooke,47.4608222,-97.7195368
EXO,Sherbrooke,47.4608222,-97.7195368
Sherbrooke Gentlemen's Club,Sherbrooke,47.4608222,-97.7195368
EXIT 54,Smithtown,40.8559314,-73.2006687
Big Wrench,Somerville,42.3875968,-71.0994968
Rainbow,Somerville,42.3875968,-71.0994968
Skeeahreet,Somerville,42.3875968,-71.0994968
Snake Country Bromance,Somerville,42.3875968,-71.0994968
Somerville BAG,Somerville,42.3875968,-71.0994968
Somerville Youth,Somerville,42.3875968,-71.0994968
Skyhawks,South Bend,41.6833813,-86.2500066
Lost Boys,South Carolina,33.6874388,-80.4363743
Ultimate Justice,South Royalton,43.8199831,-72.5213419
Colt,Southington,41.6005435,-72.8782941
Helots,Sparta,33.2757006,-82.9762589
Misfits,Spokane,47.6571934,-117.4235106
Spokane Flatline,Spokane,47.6571934,-117.4235106
CaSTLe,St. Louis,38.6529545,-90.2411166
Chalice,St. Louis,38.6529545,-90.2411166
SLUA - 2017 Women's Fall League,St. Louis,38.6529545,-90.2411166
Rice Crispies,St. Paul,44.9504037,-93.1015026
Mutiny,St. Petersburg,27.7703796,-82.6695085
Wisconsin Hops,Stevens Point,44.5229223,-89.574111
Battleship,St-Jean-sur-Richelieu,37.00459,-86.69174
BW Ultimate,Sunnyvale,37.3688301,-122.0363496
Journeymen,Sunnyvale,37.3688301,-122.0363496
DNA,Surrey,48.2364,-101.13349
Salt City Spirit,Syracuse,43.0481221,-76.1474244
Syracuse Doom,Syracuse,43.0481221,-76.1474244
Xavier's School for Gifted Youngsters,Syracuse,43.0481221,-76.1474244
Cloverleaf,Tacoma,47.2495798,-122.4398746
Old Growth,Tacoma,47.2495798,-122.4398746
Shrimp Boat,Tallahassee,30.4380832,-84.2809332
Bay Wench,Tampa,27.9477595,-82.458444
Scally Babes,Tampa,27.9477595,-82.458444
Tyranny,Tampa,27.9477595,-82.458444
UpRoar,Tampa,27.9477595,-82.458444
Brawl,Tempe,33.4255056,-111.9400091
Showdown,Texas City,29.396013,-94.9175485
Migrant,Tokyo,29.5498845,-98.5324331
Spring Creek Ascension,Tomball,30.0971621,-95.6160549
6ixers,Toronto,41.9050213,-90.8640346
GOAT,Toronto,41.9050213,-90.8640346
Grand Trunk,Toronto,41.9050213,-90.8640346
NXTMNS,Toronto,41.9050213,-90.8640346
TC Mixed Beach,Toronto,41.9050213,-90.8640346
UNION,Toronto,41.9050213,-90.8640346
Torontula,Toronto,41.9050213,-90.8640346
Pandatime,Towson,39.3964591,-76.6148148
uno,Toyota,41.0799591,-74.7346386
Carolina Sky,Triangle Area,43.0549624,-87.9345381
Cash Crop,Triangle Area,43.0549624,-87.9345381
Triangle Tourists,Triangle Area,43.0549624,-87.9345381
Instant Karma,Tucson,32.2228765,-110.9748477
Rogue,Tucson,32.2228765,-110.9748477
Venom,Tucson,32.2228765,-110.9748477
Boomtown,Tulsa,36.1556805,-95.9929113
Rawhide,Tulsa,36.1556805,-95.9929113
Barefoot,Tupelo,34.2576067,-88.7033859
Taco Truck PNC,Turlock,37.4946568,-120.8465941
MN Superior,Twin Cities,38.2910251,-121.31106
No Touching!,Twin Cities,38.2910251,-121.31106
Serial Crusher Theory,Twin Cities,38.2910251,-121.31106
Blackfish,Vancouver,45.6306954,-122.6744557
Fable,Vancouver,45.6306954,-122.6744557
Furious George,Vancouver,45.6306954,-122.6744557
Refinery,Vancouver,45.6306954,-122.6744557
Team Puma,Vancouver,45.6306954,-122.6744557
Traffic,Vancouver,45.6306954,-122.6744557
Wendigo,Vancouver,45.6306954,-122.6744557
Zephyr,Vancouver,45.6306954,-122.6744557
Sneaky House Hippos,Vancouver ,45.6306954,-122.6744557
Ambiguous Grey,Washington DC,38.8950368,-77.0365427
District Cocktails,Washington DC,38.8950368,-77.0365427
Flat Earth Club,Washington DC,38.8950368,-77.0365427
Foggy Bottom Boys,Washington DC,38.8950368,-77.0365427
Grit,Washington DC,38.8950368,-77.0365427
John Doe,Washington DC,38.8950368,-77.0365427
Paranoia,Washington DC,38.8950368,-77.0365427
Scandal,Washington DC,38.8950368,-77.0365427
Stormborn,Washington DC,38.8950368,-77.0365427
Suffrage,Washington DC,38.8950368,-77.0365427
Swamp City,Washington DC,38.8950368,-77.0365427
Swing Vote,Washington DC,38.8950368,-77.0365427
Throwtorious RBG,Washington DC,38.8950368,-77.0365427
Truck Stop,Washington DC,38.8950368,-77.0365427
HAOS,Watertown,42.3709299,-71.1828321
Dazzlin' Asses,Waterville,44.5520105,-69.6317121
Bang!,West Chester,39.9597213,-75.6059638
Dub Club,West Chester,39.9597213,-75.6059638
Black Knights,West Point,33.6076186,-88.6503255
The Strangers,Westminster,39.8366528,-105.0372046
Impact,Wichita,37.6922361,-97.3375448
The Administrators,Willamette Valley,45.3444247,-122.6583007
Jelly Straus,Williamsburg,37.2708788,-76.7074042
Right Coast ,Wilmington,39.7459468,-75.546589
Winc City Fog of War,Winchester,39.1852184,-78.1652404
Fusion,Winnipeg,37.6044889,-92.30222
General Strike,Winnipeg,37.6044889,-92.30222
Mississippi Valley Tundra Swans ,Winona ,43.9582272,-91.7807784
TAU,Winston Salem,36.0998131,-80.2440518
Carolina Reign,Winston-Salem,36.0998131,-80.2440518
WHUF,Woods Hole,41.5239468,-70.6694293
WOOcestershire Sauce,Wooster,40.7980976,-81.9397733
Westchester Magma Bears,Yorktown Heights,41.2695965,-73.7752704
Darkside,Ada,38.8398935,-83.5051704
Lightside,Ada,38.8398935,-83.5051704
Akron Gold Diggers,Akron,41.083064,-81.518485
Goon Squad,Akron,41.083064,-81.518485
Spartans,Albany,42.6511674,-73.754968
Siena Saints,Albany,42.6511674,-73.754968
Deception,Albany,42.6511674,-73.754968
SCAM,Albany,42.6511674,-73.754968
SCAM,Albany,42.6511674,-73.754968
Bombshells,Albuquerque,35.0841034,-106.6509851
HantaVirus,Albuquerque,35.0841034,-106.6509851
Lakers,Allendale,42.9903205,-85.9529685
Muhlenberg Ultimate,Allentown,40.6022059,-75.4712794
Sul Ross Ultimate,Alpine,38.5893934,-119.8345013
Mighty Hucks of Toon Town,Altoona,40.518681,-78.394736
Iowa State People,Ames,42.0267703,-93.6170554
Iowa State-B (Yogurt Wagon),Ames,42.0267703,-93.6170554
ISUC,Ames,42.0267703,-93.6170554
Woman Scorned,Ames,42.0267703,-93.6170554
Army of Darkness,Amherst,42.3685658,-72.505714
Bubba Ho-Tep,Amherst,42.3685658,-72.505714
Darko,Amherst,42.3685658,-72.505714
Sparkle Motion,Amherst,42.3685658,-72.505714
Sparkle of Darkness,Amherst,42.3685658,-72.505714
Lady Zoo,Amherst,42.3685658,-72.505714
Umass Amherst Developmental,Amherst,42.3685658,-72.505714
Zoodisc,Amherst,42.3685658,-72.505714
Zoodisc B,Amherst,42.3685658,-72.505714
Zoom,Amherst,42.3685658,-72.505714
Buffalo Fall League 2017 (4),Amherst,42.3685658,-72.505714
Thunder Ultimate,Angola,41.634874,-84.99928
BFLY,Ann Arbor,42.2681569,-83.7312291
Flywheel,Ann Arbor,42.2681569,-83.7312291
MagnUM,Ann Arbor,42.2681569,-83.7312291
Michigan-B,Ann Arbor,42.2681569,-83.7312291
BomBardment,Annandale-on-Hudson,42.0128695,-73.9081901
BomBardment ,Annandale-on-Hudson,42.0128695,-73.9081901
Poseidon,Annapolis,38.9786401,-76.492786
Lawrence University Men's Ultimate,Appleton,44.2611337,-88.4067604
Soft in the Vici,Appleton,44.2611337,-88.4067604
VICI,Appleton,44.2611337,-88.4067604
Hags,Arcata,40.866517,-124.08284
Humboldt State Buds,Arcata,40.866517,-124.08284
Yucca,Arlington,32.701939,-97.1056238
YLee Coyotes,Arlington,32.701939,-97.1056238
Hellbenders,Asheville,35.6009498,-82.5540161
UNC Asheville Bulldogs,Asheville,35.6009498,-82.5540161
Chillydawgs,Athens,33.9597677,-83.376398
Dawgma,Athens,33.9597677,-83.376398
Jojah,Athens,33.9597677,-83.376398
Ohio University,Athens,33.9597677,-83.376398
Stacked,Athens,33.9597677,-83.376398
Emory B,Atlanta,33.7489924,-84.3902644
Emory Juice,Atlanta,33.7489924,-84.3902644
Emory Rookies,Atlanta,33.7489924,-84.3902644
Luna,Atlanta,33.7489924,-84.3902644
Underground,Atlanta,33.7489924,-84.3902644
Vixen,Atlanta,33.7489924,-84.3902644
Georgia Tech,Atlanta,33.7489924,-84.3902644
Tribe,Atlanta,33.7489924,-84.3902644
Tribe,Atlanta,33.7489924,-84.3902644
Wreck,Atlanta,33.7489924,-84.3902644
Aetos,Auburn,32.6098566,-85.4807825
Ares,Auburn,32.6098566,-85.4807825
Mayhem,Austin,30.2711286,-97.7436995
Melee,Austin,30.2711286,-97.7436995
Teleeuffm,Austin,30.2711286,-97.7436995
Texas B,Austin,30.2711286,-97.7436995
Texas C,Austin,30.2711286,-97.7436995
TUFF,Austin,30.2711286,-97.7436995
All You Can Eat,Baltimore,39.2908816,-76.610759
Guilty Swallows,Baltimore,39.2908816,-76.610759
Blue Footed Boobies ,Baltimore,39.2908816,-76.610759
Dangerzone,Baltimore,39.2908816,-76.610759
Friendzone,Baltimore,39.2908816,-76.610759
Booya,Baltimore,39.2908816,-76.610759
Shazam!,Baltimore,39.2908816,-76.610759
Tembo,Baltimore,39.2908816,-76.610759
LSU Ultimate,Baton Rouge,30.4459596,-91.18738
LSU Women's Ultimate,Baton Rouge,30.4459596,-91.18738
LSU-B,Baton Rouge,30.4459596,-91.18738
Mixed Signals leading to being Friend Zoned,Baton Rouge,30.4459596,-91.18738
LU Dark Matter,Beaumont,30.0860459,-94.1018461
Chaos,Bellingham,48.7544012,-122.4788361
Dirt,Bellingham,48.7544012,-122.4788361
MUD,Bellingham,48.7544012,-122.4788361
Nyx,Bellingham,48.7544012,-122.4788361
California-Berkeley,Berkeley,37.8708393,-122.2728639
Pie Queens,Berkeley,37.8708393,-122.2728639
Tarts,Berkeley,37.8708393,-122.2728639
Thugmo,Berkeley,37.8708393,-122.2728639
Gravity,Bethlehem,40.6178915,-75.3786521
Lehigh ,Bethlehem,40.6178915,-75.3786521
Lehigh-B,Bethlehem,40.6178915,-75.3786521
SUNY-Binghamton,Binghamton,42.0987125,-75.9125262
SUNY-Binghamton B,Binghamton,42.0987125,-75.9125262
Big Bear ,Binghamton ,42.0987125,-75.9125262
Ember,Birmingham,33.5206824,-86.8024326
Inferno,Birmingham,33.5206824,-86.8024326
Dogma,Birmingham,33.5206824,-86.8024326
Burn,Blacksburg,37.2296566,-80.4136767
Burnettes,Blacksburg,37.2296566,-80.4136767
Virginia Tech B,Blacksburg,37.2296566,-80.4136767
Calamity Jane,Bloomington,39.1670396,-86.5342881
HoosierDaddy!s,Bloomington,39.1670396,-86.5342881
HoosierMama?s,Bloomington,39.1670396,-86.5342881
Catalyst,Boca Raton,26.3586885,-80.0830984
Buffalo Gals,Boise,43.6166163,-116.200886
Mamu Zaldi,Boise,43.6166163,-116.200886
Mamuffalo,Boise,43.6166163,-116.200886
Nomads,Boone,42.321246,-88.8235511
Nonads,Boone,42.321246,-88.8235511
GottaGoFast,Boston,42.3602534,-71.0582912
Boston University,Boston,42.3602534,-71.0582912
Boston University ,Boston,42.3602534,-71.0582912
Mixed Signals,Boston,42.3602534,-71.0582912
Ozone Pilots,Boston,42.3602534,-71.0582912
Skunks,Boston,42.3602534,-71.0582912
Beastern,Boston,42.3602534,-71.0582912
Huskies,Boston,42.3602534,-71.0582912
Valkyries,Boston,42.3602534,-71.0582912
Valkyries A,Boston,42.3602534,-71.0582912
Concrete Jungle,Boston,42.3602534,-71.0582912
BUDA,Boston,42.3602534,-71.0582912
Husky Valks,"Boston, MA, 02120",42.3602534,-71.0582912
Salty Sea Dogs,"Boston, MA, 02120",42.3602534,-71.0582912
Devi,Boulder,40.0149856,-105.2705456
Kali,Boulder,40.0149856,-105.2705456
Mamabird,Boulder,40.0149856,-105.2705456
Mamabird - B,Boulder,40.0149856,-105.2705456
Black Penguins,Bourbonnais,41.1639309,-87.8839693
Lady Penguins,Bourbonnais,41.1639309,-87.8839693
Black Penguins Alumni,Bourbonnais,41.1639309,-87.8839693
Penguins,Bowling Green,36.9903199,-86.4436018
Booty Chest,Bozeman,45.6794293,-111.044047
Rum Runners,Bozeman,45.6794293,-111.044047
MSU X,Bozeman,45.6794293,-111.044047
MSU Y,Bozeman,45.6794293,-111.044047
Rhody Fresh,Bristol,36.5959685,-82.1885009
Flying Dogs,Brockport,43.213671,-77.93918
Fordham Ultimate,Bronx,40.8466508,-73.8785937
Fordham Ultimate,Bronx,40.8466508,-73.8785937
Chaos Theory,Brunswick,43.9145244,-69.9653278
Claos,Brunswick,43.9145244,-69.9653278
Clown,Brunswick,43.9145244,-69.9653278
Wolf Pack,Buffalo,42.8867166,-78.8783922
Green Eggs and Ham,Buffalo,42.8867166,-78.8783922
Grinch,Buffalo,42.8867166,-78.8783922
The Lorax,Buffalo,42.8867166,-78.8783922
Buffalo Fall League 2017 (1),Buffalo,42.8867166,-78.8783922
Buffalo Fall League 2017 (2),Buffalo,42.8867166,-78.8783922
Buffalo Fall League 2017 (3),Buffalo,42.8867166,-78.8783922
Chill,Burlington,44.4761601,-73.212906
Chill,Burlington,44.4761601,-73.212906
Vermont B,Burlington,44.4761601,-73.212906
Ruckus,Burlington ,44.4761601,-73.212906
Nerve Pinch,California,36.7014631,-118.755997
BRed Line,Cambridge,42.3750997,-71.1056157
Harvard,Cambridge,42.3750997,-71.1056157
Quasar,Cambridge,42.3750997,-71.1056157
Red Line,Cambridge,42.3750997,-71.1056157
RedZar,Cambridge,42.3750997,-71.1056157
Grim Beaver,Cambridge,42.3750997,-71.1056157
sMITe,Cambridge,42.3750997,-71.1056157
Woodbyters,Cambridge,42.3750997,-71.1056157
Woodmunchers,Cambridge,42.3750997,-71.1056157
Ruckus Bus,Canton,32.555664,-95.8640507
Ruckus Bus (Mixed),Canton,32.555664,-95.8640507
Jive Turkeys,Carlisle,40.201499,-77.1890783
Jive Turkeys,Carlisle,40.201499,-77.1890783
AmmUNItion,Cedar Falls,42.5274123,-92.4453179
Kohucks,Cedar Rapids,41.9758872,-91.6704053
Swarm,Cedarville,42.3759906,-89.6331674
Boomland,Champaign,40.1164205,-88.2433829
Illinois Ultimate,Champaign,40.1164205,-88.2433829
Illinois-B,Champaign,40.1164205,-88.2433829
Illinois,Champaign,40.1164205,-88.2433829
Pleiades X,Chapel Hill,35.9131542,-79.05578
Pleiades Y,Chapel Hill,35.9131542,-79.05578
BatCH,Chapel Hill,35.9131542,-79.05578
Darkside,Chapel Hill,35.9131542,-79.05578
Electra,Chapel Hill,35.9131542,-79.05578
Pleiades,Chapel Hill,35.9131542,-79.05578
Space Jam,Chapel Hill,35.9131542,-79.05578
Charleston Hobos,Charleston,32.7876012,-79.9402728
Palmetto Bums,Charleston,32.7876012,-79.9402728
Reaper,Charleston,32.7876012,-79.9402728
Reaper Alum,Charleston,32.7876012,-79.9402728
QCG,Charlotte,35.2272086,-80.8430827
Hydra,Charlottesville,38.029306,-78.4766781
Night Train,Charlottesville,38.029306,-78.4766781
Virginia,Charlottesville,38.029306,-78.4766781
Virginia-B,Charlottesville,38.029306,-78.4766781
Moxie,Chattanooga,35.0457219,-85.3094883
Swamp Donkeys,Chattanooga,35.0457219,-85.3094883
Boston College,Chestnut Hill,42.3306529,-71.1661647
Boston College Eagles B,Chestnut Hill,42.3306529,-71.1661647
Eagles,Chestnut Hill,42.3306529,-71.1661647
Boston College B,Chestnut Hill,42.3306529,-71.1661647
Hedonism Bots,Chicago,41.8755616,-87.6244212
Junk,Chicago,41.8755616,-87.6244212
Supersnatch,Chicago,41.8755616,-87.6244212
DUC,Chicago,41.8755616,-87.6244212
Laser Chains,Chicago,41.8755616,-87.6244212
Funk,Chicago,41.8755616,-87.6244212
Darkwing,Chicago,41.8755616,-87.6244212
Sirens,Chicago,41.8755616,-87.6244212
Allihopa,Chicago,41.8755616,-87.6244212
Lost Boys,Chicago,41.8755616,-87.6244212
Chico State Wildcats,Chico,39.7284945,-121.8374777
Chico Chicas,Chico,39.7284945,-121.8374777
Cincinnati,Cincinnati,39.1014537,-84.5124602
Cincinnati B,Cincinnati,39.1014537,-84.5124602
Toxic,Cincinnati,39.1014537,-84.5124602
B.L.O.B.,Cincinnati,39.1014537,-84.5124602
Ignition,Cincinnati,39.1014537,-84.5124602
Claremont Greenshirts,Claremont,34.0966764,-117.7197785
Braineaters,Claremont ,34.0966764,-117.7197785
Biefs,Clemson,34.6850749,-82.8364111
Joint Chiefs of Waft,Clemson,34.6850749,-82.8364111
Tiger Alumni,Clemson,34.6850749,-82.8364111
Tigerlilies,Clemson,34.6850749,-82.8364111
Fighting Gobies,Cleveland,41.5051613,-81.6934446
Fighting Gobies,Cleveland,41.5051613,-81.6934446
Fighting Gobies,Cleveland,41.5051613,-81.6934446
Fighting Gobies[A],Cleveland,41.5051613,-81.6934446
Burning River Vikings,Cleveland,41.5051613,-81.6934446
Valkyries,Cleveland,41.5051613,-81.6934446
Thor Ultimate,Cleveland,41.5051613,-81.6934446
Hot Saucers,Clinton,38.5896187,-89.420064
Hot Saucers,Clinton,38.5896187,-89.420064
Hot Saucers,Clinton,38.5896187,-89.420064
Cosmic Ultimate,College Park,38.980666,-76.9369189
Helpful Corn,College Park,38.980666,-76.9369189
Maryland Ultimate,College Park,38.980666,-76.9369189
Solar Flair,College Park,38.980666,-76.9369189
Dozen,College Station,30.5955289,-96.3071042
Dozen Exist,College Station,30.5955289,-96.3071042
Dozen Matter,College Station,30.5955289,-96.3071042
Stacked,College Station,30.5955289,-96.3071042
Stacked and the Boys,College Station,30.5955289,-96.3071042
Saint John's Ultimate,Collegeville,40.1856597,-75.451571
Trainwreck,Collegeville,40.1856597,-75.451571
Lysistrata's Tools,Colorado Springs,38.8339578,-104.8253485
Wasabi,Colorado Springs,38.8339578,-104.8253485
Wastrabi,Colorado Springs,38.8339578,-104.8253485
Syndicate,Colorado Springs,38.8339578,-104.8253485
Missouri,Columbia,34.0007493,-81.0343313
TerrorMizzou,Columbia,34.0007493,-81.0343313
SCORCH,Columbia,34.0007493,-81.0343313
South Carolina,Columbia,34.0007493,-81.0343313
Warbird,Columbia,34.0007493,-81.0343313
Native,Columbus,39.9622601,-83.0007065
Big Buckin' Chicken,Columbus,39.9622601,-83.0007065
Fever,Columbus,39.9622601,-83.0007065
Fever-B,Columbus,39.9622601,-83.0007065
Leadbelly,Columbus,39.9622601,-83.0007065
Southern Tropical Depressions,Coral Gables,25.72149,-80.2683838
UMiami Cartel,Coral Gables,25.72149,-80.2683838
SUNY Cortland,Cortland,42.6011813,-76.1804843
Team Rocket,Cortland,42.6011813,-76.1804843
Beavers,Corvallis,44.5645659,-123.2620435
